,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ALPHA,param_ETA,param_LAMBDA,param_activation,param_epochs,param_hiddenUnits,param_randomSeed,param_weightInitialization,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,0.08043050765991211,0.004515715766894719,0.0006183783213297526,3.0329700484657397e-05,0.4,0.1,0.1,sigm,100,4,0,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 0, 'weightInitialization': 'xav'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.0
1,0.07004515329996745,0.005986773906499928,0.0006096363067626953,1.9901882891377647e-05,0.4,0.1,0.1,sigm,100,4,0,type1,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 0, 'weightInitialization': 'type1'}",0.8648648648648649,0.7567567567567568,0.8378378378378378,0.8198198198198198,0.04593711273507013,83,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.0
2,0.06915148099263509,0.005408067899112423,0.0005578994750976562,5.2252664911322026e-05,0.4,0.1,0.1,sigm,100,4,0,type2,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 0, 'weightInitialization': 'type2'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8783783783783784,0.8513513513513513,0.8648648648648649,0.01103373758010443
3,0.07188177108764648,0.005394018427615427,0.0006030400594075521,0.00013192173942435013,0.4,0.1,0.1,sigm,100,4,5,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 5, 'weightInitialization': 'xav'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.0
4,0.07220737139383952,0.004081144067333023,0.0006127357482910156,6.693266334810364e-05,0.4,0.1,0.1,sigm,100,4,5,type1,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 5, 'weightInitialization': 'type1'}",0.8378378378378378,0.7027027027027027,0.8378378378378378,0.7927927927927928,0.06370331362040967,331,0.8648648648648649,0.9054054054054054,0.8648648648648649,0.8783783783783784,0.01911099408612287
5,0.07702390352884929,0.00852700659878204,0.000583648681640625,3.339959801160892e-05,0.4,0.1,0.1,sigm,100,4,5,type2,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 5, 'weightInitialization': 'type2'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8513513513513513,0.8648648648648649,0.8603603603603603,0.006370331362041008
6,0.06608057022094727,0.006910783021850542,0.0005199114481608073,7.733742408695209e-05,0.4,0.1,0.1,sigm,100,4,10,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 10, 'weightInitialization': 'xav'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8918918918918919,0.8513513513513513,0.8693693693693693,0.016854312553035777
7,0.07246263821919759,0.004699441561877139,0.0006569226582845052,6.252034458010816e-05,0.4,0.1,0.1,sigm,100,4,10,type1,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 10, 'weightInitialization': 'type1'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.0
8,0.07709201176961263,0.002202291505370716,0.0006740887959798177,3.902950897081324e-05,0.4,0.1,0.1,sigm,100,4,10,type2,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 10, 'weightInitialization': 'type2'}",0.8108108108108109,0.7567567567567568,0.8378378378378378,0.8018018018018018,0.033708625106071526,209,0.8648648648648649,0.8648648648648649,0.8513513513513513,0.8603603603603603,0.006370331362041008
9,0.0734555721282959,0.004932912079260894,0.00061798095703125,2.2754510642877232e-05,0.4,0.1,0.1,sigm,100,4,20,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 20, 'weightInitialization': 'xav'}",0.8108108108108109,0.7837837837837838,0.8378378378378378,0.8108108108108109,0.02206747516020881,114,0.8648648648648649,0.8918918918918919,0.8513513513513513,0.8693693693693693,0.016854312553035777
