,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ALPHA,param_ETA,param_LAMBDA,param_activation,param_epochs,param_hiddenUnits,param_randomSeed,param_weightInitialization,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,0.06132626533508301,0.017956106795566286,0.0005810260772705078,0.0001623954334542583,0.4,0.1,0.1,sigm,100,4,0,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 0, 'weightInitialization': 'xav'}",0.5769230769230769,0.62,0.54,0.5789473684210527,0.03247710596871481,5587,0.66,0.7352941176470589,0.6666666666666666,0.6873202614379085,0.03403164479121638
1,0.08186562856038411,0.0064736873378896,0.0006071726481119791,3.800780687157388e-05,0.4,0.1,0.1,sigm,100,4,0,type1,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 0, 'weightInitialization': 'type1'}",0.5769230769230769,0.62,0.52,0.5723684210526315,0.04068813322034223,5607,0.66,0.6372549019607843,0.6862745098039216,0.6611764705882354,0.020029454153945036
2,0.07754969596862793,0.004320576837744882,0.000652313232421875,0.00017456158908480627,0.4,0.1,0.1,sigm,100,4,0,type2,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 0, 'weightInitialization': 'type2'}",0.5576923076923077,0.6,0.52,0.5592105263157895,0.032462750539618244,5638,0.65,0.6568627450980392,0.6862745098039216,0.6643790849673202,0.015733860283935582
3,0.07883580525716145,0.001427386902515941,0.0006011327107747396,2.891217829955617e-05,0.4,0.1,0.1,sigm,100,4,5,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 5, 'weightInitialization': 'xav'}",0.5576923076923077,0.66,0.56,0.5921052631578947,0.04754521662713328,5551,0.66,0.7647058823529411,0.7450980392156863,0.7232679738562092,0.04544773015986804
4,0.06989248593648274,0.012349381884681866,0.0005356470743815104,0.00010494793595667409,0.4,0.1,0.1,sigm,100,4,5,type1,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 5, 'weightInitialization': 'type1'}",0.5961538461538461,0.66,0.58,0.6118421052631579,0.034360074874269994,5502,0.69,0.7745098039215687,0.7941176470588235,0.752875816993464,0.04517479496408359
5,0.06231872240702311,0.016837258580910775,0.0004807313283284505,9.999839750810391e-05,0.4,0.1,0.1,sigm,100,4,5,type2,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 5, 'weightInitialization': 'type2'}",0.6346153846153846,0.66,0.62,0.6381578947368421,0.016422045282983775,259,0.72,0.7843137254901961,0.7745098039215687,0.7596078431372549,0.02829151990756233
6,0.07108521461486816,0.015839494572148016,0.000568230946858724,0.0001157369888997573,0.4,0.1,0.1,sigm,100,4,10,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 10, 'weightInitialization': 'xav'}",0.5384615384615384,0.62,0.5,0.5526315789473685,0.049727576627702365,5652,0.59,0.7450980392156863,0.6862745098039216,0.6737908496732027,0.06393085728520628
7,0.07552377382914226,0.00518874115283599,0.0006028016408284506,3.6527268709441496e-05,0.4,0.1,0.1,sigm,100,4,10,type1,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 10, 'weightInitialization': 'type1'}",0.5576923076923077,0.6,0.64,0.5986842105263158,0.03371843213544007,5532,0.63,0.6666666666666666,0.7549019607843137,0.6838562091503269,0.0524196860606123
8,0.06848327318827312,0.013374201011149493,0.0005368391672770182,9.925514319293518e-05,0.4,0.1,0.1,sigm,100,4,10,type2,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 10, 'weightInitialization': 'type2'}",0.5192307692307693,0.64,0.6,0.5855263157894737,0.050483756113881444,5569,0.6,0.6764705882352942,0.7647058823529411,0.680392156862745,0.06729804824208044
9,0.07877612113952637,0.0047950682036875655,0.0005424817403157552,9.827730924766431e-05,0.4,0.1,0.1,sigm,100,4,20,xav,"{'ALPHA': 0.4, 'ETA': 0.1, 'LAMBDA': 0.1, 'activation': 'sigm', 'epochs': 100, 'hiddenUnits': 4, 'randomSeed': 20, 'weightInitialization': 'xav'}",0.5769230769230769,0.66,0.64,0.625,0.03560495120916879,5385,0.61,0.7450980392156863,0.8137254901960784,0.7229411764705883,0.08463338097912647
